isErrorWideL,shotDirection,isSlice,secondServeZone,pointNumber,clientTeam,Event,secondServeXCoord,firstServeYCoord,firstServeIn,lineupPosition,shotInRally,Date,Surface,firstServeZone,isErrorLong,isErrorNet,player1Hand,player2Hand,shotLocationY,isExcitingPoint,isOverhead,pointScore,setScore,isApproach,player1Name,matchDetails,gameScore,serverName,isDropshot,shotFhBh,isBreakPoint,isLob,pointStartTime,shotLocationX,isLet,isVolley,isErrorWideR,matchVenue,pointEndTime,firstServeXCoord,isAce,serverFarNear,secondServeIn,Division,side,Notes,atNetPlayer2,shotContactX,atNetPlayer1,isPointEnd,Round,isPointStart,player2Name,isWinner,opponentTeam,secondServeYCoord,shotContactY,player1,player2,returnerName,shotHitBy,pointWonBy
,Crosscourt,,,52,,,,,,,3.0,,,,,,,,351.0,,,30-0,0-0,,,,5-3,Rudy Quan,,Backhand,,,2364618,97.0,,,,,,,,Near,,,Ad,,,-10.0,,,,,,,,,-343.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos
,Crosscourt,,,52,,,,,,,4.0,,,,,,,,-84.0,,,30-0,0-0,,,,5-3,Rudy Quan,,Backhand,,,2365682,-108.0,,,,,,,,Near,,,Ad,,,137.0,,,,,,,,,580.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Aristotelis Thanos,Aristotelis Thanos
,Crosscourt,,,52,,,,,,,5.0,,,,,,,,343.0,,,30-0,0-0,,,,5-3,Rudy Quan,,Backhand,,,2367074,54.0,,,,,,,,Near,,,Ad,,,-191.0,,,,,,,,,-557.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos
,Down the Line,,,52,,,,,,,6.0,,,,,,,,-310.0,,,30-0,0-0,,,,5-3,Rudy Quan,,Backhand,,,2368353,121.0,,,,,,,,Near,,,Ad,,,140.0,,,,,,,,,540.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Aristotelis Thanos,Aristotelis Thanos
,Down the Line,1.0,,52,,,,,,,7.0,,,,1.0,,,,543.0,,,30-0,0-0,,,,5-3,Rudy Quan,,Forehand,,,2369603,81.0,,,,,2371933.0,,,Near,,,Deuce,,,129.0,,1.0,,,,,,,-544.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos
,,,,53,,,,151.0,1.0,,1.0,,,Body,,,,,,,,30-15,0-0,,,,5-3,Rudy Quan,,,,,2399922,,1.0,,,,,105.0,,Near,,,Ad,,,,,,,1.0,,,,,,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan,Rudy Quan
,Down the Line,1.0,,53,,,,,,,2.0,,,,,,,,-121.0,,,30-15,0-0,,,,5-3,Rudy Quan,,Backhand,,,2402188,97.0,,,,,,,,Near,,,Ad,,,153.0,,,,,,,,,532.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan
,Crosscourt,,,53,,,,,,,3.0,,,,,,,,106.0,,,30-15,0-0,,,,5-3,Rudy Quan,1.0,Forehand,,,2404283,-92.0,,,,,,,,Near,,,Deuce,,,54.0,,,,,,,,,-330.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan,Rudy Quan
,Crosscourt,,,53,,,,,,,4.0,,,,,1.0,,,2.0,,,30-15,0-0,,,,5-3,Rudy Quan,,Forehand,,,2407142,70.0,,,,,2407152.0,,,Near,,,Deuce,,,-133.0,,1.0,,,,,,,137.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan
,,,T,54,,,-39.0,-1.0,0.0,,1.0,,,T,,,,,,,,40-15,0-0,,,,5-3,Rudy Quan,,,,,2429573,,,,,,,-15.0,,Near,1.0,,Deuce,,,,,,,1.0,,,,130.0,,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos
,Down the Line,,,54,,,,,,,2.0,,,,,,,,-364.0,,,40-15,0-0,,,,5-3,Rudy Quan,,Forehand,,,2456125,-39.0,,,,,,,,Near,,,Deuce,,,-47.0,,,,,,,,,510.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Aristotelis Thanos,Aristotelis Thanos
,Down the Line,,,54,,,,,,,3.0,,,,,,,,167.0,,,40-15,0-0,,,,5-3,Rudy Quan,,Backhand,,,2457884,-52.0,,,,,,,,Near,,,Ad,,,-74.0,,,,,,,,,-389.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos
,Crosscourt,,,54,,,,,,,4.0,,,,,,,,-302.0,,,40-15,0-0,,,,5-3,Rudy Quan,,Forehand,,,2459435,-116.0,,,,,,,,Near,,,Ad,,,20.0,,,,,,,,,323.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Aristotelis Thanos,Aristotelis Thanos
,Down the Line,,,54,,,,,,,5.0,,,,,,,,170.0,,,40-15,0-0,,,,5-3,Rudy Quan,,Backhand,,,2460770,-114.0,,,,,,,,Near,,,Ad,,,-82.0,,,,,,,,,-549.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos
,Crosscourt,,,54,,,,,,,6.0,,,,,,,,-108.0,,,40-15,0-0,,,,5-3,Rudy Quan,1.0,Forehand,,,2463157,113.0,,,,,,,,Near,,,Deuce,,,-106.0,,,,,,,,,94.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Aristotelis Thanos,Aristotelis Thanos
1.0,Crosscourt,,,54,,,,,,,7.0,,,,,,,,359.0,,,40-15,0-0,,,,5-3,Rudy Quan,,Forehand,,,2464931,-301.0,,,,,2464941.0,,,Near,,,Deuce,,,70.0,,1.0,,,,,,,-125.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos
,,,,55,,,,159.0,1.0,,1.0,,,Body,,,,,,,,40-30,0-0,,,,5-3,Rudy Quan,,,,,2493483,,,,,,,86.0,,Near,,,Ad,,,,,,,1.0,,,,,,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan,Rudy Quan
,Down the Line,,,55,,,,,,,2.0,,,,,,,,-308.0,,,40-30,0-0,,,,5-3,Rudy Quan,,Forehand,,,2495701,36.0,,,,,,,,Near,,,Ad,,,132.0,,,,,,,,,553.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan
,Down the Line,,,55,,,,,,,3.0,,,,,,,,380.0,,,40-30,0-0,,,,5-3,Rudy Quan,,Forehand,,,2497769,46.0,,,,,,,,Near,,,Deuce,,,60.0,,,,,,,,,-520.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan,Rudy Quan
,Crosscourt,,,55,,,,,,,4.0,,,,,,,,-316.0,,,40-30,0-0,,,,5-3,Rudy Quan,,Forehand,,,2499498,-116.0,,,,,,,,Near,,,Ad,,,25.0,,,,,,,,,366.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan
,Down the Line,,,55,,,,,,,5.0,,,,,,,,399.0,,,40-30,0-0,,,,5-3,Rudy Quan,,Backhand,,,2500730,-141.0,,,,,2502837.0,,,Near,,,Ad,,,-181.0,,1.0,,,,1.0,,,-506.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan,Rudy Quan
,,,T,56,,,49.0,2.0,0.0,,1.0,,,T,,,,,,,,0-0,1-0,,,,0-0,Aristotelis Thanos,,,,,2666464,,,,,,2683976.0,20.0,,Near,0.0,,Deuce,,,,,1.0,,1.0,,,,2.0,,Rudy Quan,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos,
,,,,57,,,,197.0,1.0,,1.0,,,T,,,,,,,,0-15,1-0,,,,0-0,Aristotelis Thanos,,,,,2704733,,,,,,,33.0,,Near,,,Ad,,,,,,,1.0,,,,,,Rudy Quan,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos,Rudy Quan
,Down the Line,,,57,,,,,,,2.0,,,,,,,,-297.0,,,0-15,1-0,,,,0-0,Aristotelis Thanos,,Forehand,,,2708485,36.0,,,,,,,,Near,,,Ad,,,153.0,,,,,,,,,526.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Rudy Quan,Rudy Quan
,Crosscourt,,,57,,,,,,,3.0,,,,,,,,399.0,,,0-15,1-0,,,,0-0,Aristotelis Thanos,,Forehand,,,2709794,-7.0,,,,,,,,Near,,,Deuce,,,70.0,,,,,,,,,-544.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos,Rudy Quan
,Crosscourt,,,57,,,,,,,4.0,,,,,,,,-113.0,,,0-15,1-0,,,,0-0,Aristotelis Thanos,,Forehand,,,2711401,-47.0,,,,,,,,Near,,,Ad,,,76.0,,,,,,,,,553.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Rudy Quan,Rudy Quan
,Crosscourt,,,57,,,,,,,5.0,,,,,,,,378.0,,,0-15,1-0,,,,0-0,Aristotelis Thanos,,Backhand,,,2712591,-63.0,,,,,,,,Near,,,Deuce,,,4.0,,,,,,,,,-522.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos,Rudy Quan
,Crosscourt,,,57,,,,,,,6.0,,,,,,,,-153.0,,,0-15,1-0,,,,0-0,Aristotelis Thanos,,Forehand,,,2714139,-122.0,,,,,,,,Near,,,Ad,,,14.0,,,,,,,,,532.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Rudy Quan,Rudy Quan
,Crosscourt,,,57,,,,,,,7.0,,,,,1.0,,,-1.0,,,0-15,1-0,,,,0-0,Aristotelis Thanos,,Backhand,,,2715540,36.0,,,,,2716641.0,,,Near,,,Ad,,,-119.0,,1.0,,,,,,,-525.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos,Rudy Quan
,,,,58,,,,117.0,1.0,,1.0,,,Body,,,,,,,,0-30,1-0,,,,0-0,Aristotelis Thanos,,,,,2746947,,,,,,,-90.0,,Near,,,Deuce,,,,,,,1.0,,,,,,Rudy Quan,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos,Rudy Quan
,Crosscourt,,,58,,,,,,,2.0,,,,,,,,-345.0,,,0-30,1-0,,,,0-0,Aristotelis Thanos,,Backhand,,,2748995,49.0,,,,,,,,Near,,,Deuce,,,-66.0,,,,,,,,,588.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Rudy Quan,Rudy Quan
,Down the Line,,,58,,,,,,,3.0,,,,,,,,340.0,,,0-30,1-0,,,,0-0,Aristotelis Thanos,,Forehand,,,2750671,102.0,,,,,,,,Near,,,Deuce,,,86.0,,,,,,,,,-522.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos,Rudy Quan
,Crosscourt,,,58,,,,,,,4.0,,,,,,,,-278.0,,,0-30,1-0,,,,0-0,Aristotelis Thanos,,Backhand,,,2752062,-74.0,,,,,,,,Near,,,Ad,,,182.0,,,,,,,,,558.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Rudy Quan,Rudy Quan
,Crosscourt,,,58,,,,,,,5.0,,,,,,,,290.0,,,0-30,1-0,,,,0-0,Aristotelis Thanos,,Backhand,,,2753659,12.0,,,,,,,,Near,,,Ad,,,-124.0,,,,,,,,,-541.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos,Rudy Quan
,Crosscourt,,,58,,,,,,,6.0,,,,,,,,-292.0,,,0-30,1-0,,,,0-0,Aristotelis Thanos,,Backhand,,,2754944,-44.0,,,,,,,,Near,,,Ad,,,126.0,,,,,,,,,505.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Rudy Quan,Rudy Quan
,Crosscourt,,,58,,,,,,,7.0,,,,,,,,378.0,,,0-30,1-0,,,,0-0,Aristotelis Thanos,,Backhand,,,2756336,89.0,,,,,,,,Near,,,Ad,,,-63.0,,,,,,,,,-520.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos,Rudy Quan
,Crosscourt,,,58,,,,,,,8.0,,,,,,,,-292.0,,,0-30,1-0,,,,0-0,Aristotelis Thanos,,Backhand,,,2758241,-36.0,,,,,,,,Near,,,Ad,,,230.0,,,,,,,,,521.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Rudy Quan,Rudy Quan
,Crosscourt,,,58,,,,,,,9.0,,,,,,,,308.0,,,0-30,1-0,,,,0-0,Aristotelis Thanos,,Backhand,,,2759519,110.0,,,,,,,,Near,,,Ad,,,-52.0,,,,,,,,,-544.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos,Rudy Quan
,Down the Line,,,58,,,,,,,10.0,,,,,,,,-310.0,,,0-30,1-0,,,,0-0,Aristotelis Thanos,,Backhand,,,2760984,38.0,,,,,,,,Near,,,Ad,,,180.0,,,,,,,,,532.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Rudy Quan,Rudy Quan
,Crosscourt,,,58,,,,,,,11.0,,,,,,,,375.0,,,0-30,1-0,,,,0-0,Aristotelis Thanos,,Forehand,,,2762349,-76.0,,,,,,,,Near,,,Deuce,,,54.0,,,,,,,,,-517.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos,Rudy Quan
,Down the Line,,,58,,,,,,,12.0,,,,,,,,-262.0,,,0-30,1-0,,,,0-0,Aristotelis Thanos,,Forehand,,,2763445,-18.0,,,,,,,,Near,,,Deuce,,,-50.0,,,,,,,,,524.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Rudy Quan,Rudy Quan
,Down the Line,,,58,,,,,,,13.0,,,,,1.0,,,-1.0,,,0-30,1-0,,,,0-0,Aristotelis Thanos,,Forehand,,,2765169,-36.0,,,,,2766485.0,,,Near,,,Ad,,,-26.0,,1.0,,,,,,,-512.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos,Rudy Quan
,,,,59,,,,77.0,1.0,,1.0,,,Wide,,,,,,,,0-40,1-0,,,,0-0,Aristotelis Thanos,,,,,2787688,,,,,,,116.0,,Near,,,Ad,,,,,,,1.0,,,,,,Rudy Quan,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos
,Crosscourt,,,59,,,,,,,2.0,,,,1.0,,,,-476.0,,,0-40,1-0,,,,0-0,Aristotelis Thanos,,Backhand,,,2791689,-114.0,,,,,2793773.0,,,Near,,,Ad,,,196.0,,1.0,,,,,,,518.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Rudy Quan,Aristotelis Thanos
,,,,60,,,,173.0,1.0,,1.0,,,T,,,,,,,,15-40,1-0,,,,0-0,Aristotelis Thanos,,,1.0,,2807969,,,,,,2811486.0,-12.0,1.0,Near,,,Deuce,,,,,1.0,,1.0,,1.0,,,,Rudy Quan,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos
,,,Wide,61,,,137.0,207.0,0.0,,1.0,,,T,,,,,,,,30-40,1-0,,,,0-0,Aristotelis Thanos,,,1.0,,2830092,,,,,,,-28.0,,Near,1.0,,Ad,,,,,,,1.0,,,,135.0,,Rudy Quan,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos
,Crosscourt,,,61,,,,,,,2.0,,,,,,,,-324.0,,,30-40,1-0,,,,0-0,Aristotelis Thanos,,Backhand,,,2840979,-63.0,,,,,,,,Near,,,Ad,,,252.0,,,,,,,,,572.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Rudy Quan,Aristotelis Thanos
,Down the Line,,,61,,,,,,,3.0,,,,,,,,380.0,,,30-40,1-0,,,,0-0,Aristotelis Thanos,,Forehand,,,2842697,-90.0,,,,,,,,Near,,,Ad,,,-100.0,,,,,,,,,-509.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos
,Down the Line,,,61,,,,,,,4.0,,,,,,,,-86.0,,,30-40,1-0,,,,0-0,Aristotelis Thanos,,Forehand,,,2844061,-23.0,,,,,,,,Near,,,Deuce,,,-63.0,,,,,,,,,521.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Rudy Quan,Aristotelis Thanos
,Down the Line,,,61,,,,,,,5.0,,,,,,,,380.0,,,30-40,1-0,1.0,,,0-0,Aristotelis Thanos,,Forehand,,,2845402,102.0,,,,,,,,Near,,,Deuce,,,4.0,,,,,,,,,-373.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos
1.0,Down the Line,1.0,,61,,,,,,,6.0,,,,,1.0,,,399.0,,,30-40,1-0,,,,0-0,Aristotelis Thanos,,Backhand,,,2846544,246.0,,,,,2849712.0,,,Near,,,Ad,,,172.0,,1.0,,,,,,,553.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Rudy Quan,Aristotelis Thanos
,,,T,62,,,-31.0,-1.0,0.0,,1.0,,,T,,,,,,,,40-40,1-0,,,,0-0,Aristotelis Thanos,,,1.0,,2892585,,,,,,,-28.0,,Near,1.0,,Deuce,,,,,,,1.0,,,,178.0,,Rudy Quan,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos,Rudy Quan
,Crosscourt,,,62,,,,,,,2.0,,,,,,,,-305.0,,,40-40,1-0,,,,0-0,Aristotelis Thanos,,Backhand,,,2911883,-2.0,,,,,,,,Near,,,Ad,,,28.0,,,,,,,,,548.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Rudy Quan,Rudy Quan
1.0,Crosscourt,,,62,,,,,,,3.0,,,,,,,,335.0,,,40-40,1-0,,,,0-0,Aristotelis Thanos,,Forehand,,,2913859,-189.0,,,,,2916274.0,,,Near,,,Deuce,,,126.0,,1.0,,,,,,,-570.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos,Rudy Quan
,,,,63,,,,218.0,1.0,,1.0,,,Body,,,,,,,,0-0,1-0,,,,1-0,Rudy Quan,,,,,2955994,,,,,,,-76.0,,Near,,,Deuce,,,,,,,1.0,,,,,,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos
,Down the Line,,,63,,,,,,,2.0,,,,,,,,-404.0,,,0-0,1-0,,,,1-0,Rudy Quan,,Forehand,,,2985935,-121.0,,,,,,,,Near,,,Deuce,,,-174.0,,,,,,,,,580.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Aristotelis Thanos,Aristotelis Thanos
,Down the Line,,,63,,,,,,,3.0,,,,,,,,411.0,,,0-0,1-0,,,,1-0,Rudy Quan,,Backhand,,,2987376,-33.0,,,,,,,,Near,,,Ad,,,-105.0,,,,,,,,,-581.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos
,Down the Line,,,63,,,,,,,4.0,,,,,,,,-286.0,,,0-0,1-0,,,,1-0,Rudy Quan,,Forehand,,,2989730,-76.0,,,,,,,,Near,,,Deuce,,,-60.0,,,,,,,,,610.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Aristotelis Thanos,Aristotelis Thanos
1.0,Down the Line,,,63,,,,,,,5.0,,,,,,,,320.0,,,0-0,1-0,,,,1-0,Rudy Quan,,Backhand,,,2990761,-190.0,,,,,2995156.0,,,Near,,,Ad,,,-156.0,,1.0,,,,,,,-612.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos
,,,Body,64,,,82.0,265.0,0.0,,1.0,,,Body,,,,,,,,0-15,1-0,,,,1-0,Rudy Quan,,,,,2994923,,,,,,,76.0,,Near,1.0,,Ad,,,,,,,1.0,,,,211.0,,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan,Rudy Quan
,Crosscourt,,,64,,,,,,,2.0,,,,,,,,-253.0,,,0-15,1-0,,,,1-0,Rudy Quan,,Forehand,,,3022503,-86.0,,,,,,,,Near,,,Ad,,,119.0,,,,,,,,,576.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan
,Crosscourt,,,64,,,,,,,3.0,,,,,,,,267.0,,,0-15,1-0,,,,1-0,Rudy Quan,,Backhand,,,3023642,95.0,,,,,,,,Near,,,Ad,,,-124.0,,,,,,,,,-487.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan,Rudy Quan
,Down the Line,,,64,,,,,,,4.0,,,,,,,,-263.0,,,0-15,1-0,,,,1-0,Rudy Quan,,Backhand,,,3025150,20.0,,,,,,,,Near,,,Ad,,,132.0,,,,,,,,,488.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan
,Crosscourt,,,64,,,,,,,5.0,,,,,,,,224.0,,,0-15,1-0,,,,1-0,Rudy Quan,,Forehand,,,3026331,-84.0,,,,,,,,Near,,,Deuce,,,7.0,,,,,,,,,-547.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan,Rudy Quan
,Down the Line,,,64,,,,,,,6.0,,,,,,,,-221.0,,,0-15,1-0,,,,1-0,Rudy Quan,,Forehand,,,3027555,-193.0,,,1.0,,3029482.0,,,Near,,,Deuce,,,-94.0,,1.0,,,,,,,511.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan
,,,,65,,,,233.0,1.0,,1.0,,,T,,,,,,,,15-15,1-0,,,,1-0,Rudy Quan,,,,,3032389,,,,,,,-38.0,,Near,,,Deuce,,,,,,,1.0,,,,,,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan,Rudy Quan
,Crosscourt,,,65,,,,,,,2.0,,,,,1.0,,,104.0,,,15-15,1-0,,,,1-0,Rudy Quan,,Backhand,,,3057235,71.0,,,,,3059133.0,,,Near,,,Deuce,,,-84.0,,1.0,,,,,,,511.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan
,,,,66,,,,216.0,1.0,,1.0,,,Wide,,,,,,,,30-15,1-0,,,,1-0,Rudy Quan,,,,,3069385,,,,,,,108.0,,Near,,,Ad,,,,,,,1.0,,,,,,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan,Rudy Quan
,Down the Line,,,66,,,,,,,2.0,,,,,,,,-219.0,,,30-15,1-0,,,,1-0,Rudy Quan,,Backhand,,,3079989,36.0,,,,,,,,Near,,,Ad,,,140.0,,,,,,,,,572.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan
,Down the Line,,,66,,,,,,,3.0,,,,,,,,270.0,,,30-15,1-0,,,,1-0,Rudy Quan,,Forehand,,,3081294,-134.0,,,,,,,,Near,,,Ad,,,-17.0,,,,,,,,,-471.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan,Rudy Quan
,Crosscourt,,,66,,,,,,,4.0,,,,,,,,-257.0,,,30-15,1-0,,,,1-0,Rudy Quan,,Forehand,,,3083313,87.0,,,,,,,,Near,,,Deuce,,,-172.0,,,,,,,,,506.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan
,Crosscourt,,,66,,,,,,,5.0,,,,,,,,269.0,,,30-15,1-0,,,,1-0,Rudy Quan,,Forehand,,,3083594,-36.0,,,,,,,,Near,,,Deuce,,,154.0,,,,,,,,,-538.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan,Rudy Quan
,Down the Line,,,66,,,,,,,6.0,,,,,,,,-356.0,,,30-15,1-0,,,,1-0,Rudy Quan,,Forehand,,,3085463,-100.0,,,,,,,,Near,,,Deuce,,,-100.0,,,,,,,,,524.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan
,Crosscourt,,,66,,,,,,,7.0,,,,,,,,424.0,,,30-15,1-0,,,,1-0,Rudy Quan,,Backhand,,,3086291,79.0,,,,,,,,Near,,,Ad,,,-124.0,,,,,,,,,-594.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan,Rudy Quan
,Down the Line,,,66,,,,,,,8.0,,,,,,,,-411.0,,,30-15,1-0,,,,1-0,Rudy Quan,,Backhand,,,3088045,36.0,,,,,,,,Near,,,Ad,,,116.0,,,,,,,,,572.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan
,Down the Line,,,66,,,,,,,9.0,,,,,,,,395.0,,,30-15,1-0,,,,1-0,Rudy Quan,,Forehand,,,3089796,98.0,,,,,,,,Near,,,Deuce,,,50.0,,,,,,,,,-583.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan,Rudy Quan
,Crosscourt,,,66,,,,,,,10.0,,,,,,,,-280.0,,,30-15,1-0,,,,1-0,Rudy Quan,,Backhand,,,3090791,-62.0,,,,,,,,Near,,,Ad,,,119.0,,,,,,,,,575.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan
,Crosscourt,,,66,,,,,,,11.0,,,,,,,,226.0,,,30-15,1-0,,,,1-0,Rudy Quan,,Forehand,,,3092383,42.0,,,,,,,,Near,,,Ad,,,-113.0,,,,,,,,,-535.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan,Rudy Quan
,Down the Line,,,66,,,,,,,12.0,,,,,,,,-291.0,,,30-15,1-0,,,,1-0,Rudy Quan,,Backhand,,,3093857,143.0,,,,,,,,Near,,,Ad,,,66.0,,,,,,,,,506.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan
,Crosscourt,,,66,,,,,,,13.0,,,,,,,,405.0,,,30-15,1-0,,,,1-0,Rudy Quan,,Forehand,,,3095414,-68.0,,,,,,,,Near,,,Deuce,,,175.0,,,,,,,,,-599.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan,Rudy Quan
,Down the Line,,,66,,,,,,,14.0,,,,,,,,-321.0,,,30-15,1-0,,,,1-0,Rudy Quan,,Forehand,,,3097143,-92.0,,,,,,,,Near,,,Deuce,,,-38.0,,,,,,,,,554.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan
,Crosscourt,,,66,,,,,,,15.0,,,,,,,,416.0,,,30-15,1-0,,,,1-0,Rudy Quan,,Backhand,,,3098118,55.0,,,,,,,,Near,,,Ad,,,-150.0,,,,,,,,,-583.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan,Rudy Quan
,Down the Line,,,66,,,,,,,16.0,,,,,,,,-441.0,,,30-15,1-0,,,,1-0,Rudy Quan,,Forehand,,,3099618,122.0,,,,,,,,Near,,,Ad,,,135.0,,,,,,,,,573.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan
,Crosscourt,,,66,,,,,,,17.0,,,,,,,,208.0,,,30-15,1-0,,,,1-0,Rudy Quan,,Forehand,,,3100912,-132.0,,,,,,,,Near,,,Deuce,,,143.0,,,,,,,,,-616.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan,Rudy Quan
,Down the Line,,,66,,,,,,,18.0,,,,,1.0,,,24.0,,,30-15,1-0,,,,1-0,Rudy Quan,,Forehand,,,3102135,-97.0,,,,,3105399.0,,,Near,,,Deuce,,,-145.0,,1.0,,,,,,,567.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan
